,Height,Width,Mean_R,Mean_G,Mean_B,image_id
0,874,990,17.428153387421123,37.22063541594434,94.72367149758455,img00001.jpg
1,874,951,18.13471667785566,38.950606010293875,96.35760863549629,img00002.jpg
2,874,951,28.852134450788885,45.97412455153795,85.98794957493858,img00003.jpg
3,874,951,26.631392464153112,43.33641572041474,82.61059417161749,img00004.jpg
4,874,951,17.350049448129994,29.314537028347853,92.59801557796563,img00005.jpg
5,874,951,15.82322353682863,27.054960814462437,89.32041425742383,img00006.jpg
6,874,951,40.15461864784028,56.822558212841116,88.90857149044605,img00007.jpg
7,874,951,41.92644019182506,59.46232196868526,93.1409897325951,img00008.jpg
8,874,951,24.412766761231705,44.09898769692026,90.6373093961072,img00009.jpg
9,874,951,23.62032739233903,43.47909463000527,90.12163036861115,img00010.jpg
10,874,951,29.056376883781255,44.38585542858655,82.79892778166786,img00011.jpg
11,874,951,30.503333838642693,46.31902946916049,86.97746199953319,img00012.jpg
12,874,951,36.671862931227395,54.54049332630713,77.27697569943237,img00013.jpg
13,874,951,33.29321898904441,50.79646740634332,73.37400592415067,img00014.jpg
14,874,951,14.947929073816072,35.3299898697505,76.61470883352945,img00015.jpg
15,874,951,16.18031603490966,36.683409250048726,77.23187202679583,img00016.jpg
16,874,951,25.460542557875968,43.72738560157079,81.67236342811493,img00019.jpg
17,874,951,27.458102635549235,47.746805121430654,86.22150596625977,img00020.jpg
18,874,951,31.089721285795754,62.783642173600235,93.54509043834383,img00021.jpg
19,874,951,27.794490684261056,58.69964532095566,88.18309162702394,img00022.jpg
20,874,951,38.81805013150075,63.03042443579804,108.77141489026366,img00023.jpg
21,874,951,43.90377827025388,68.87477952871481,114.9438456929596,img00024.jpg
22,874,951,28.349664450524198,57.88872005139718,90.61032587641095,img00025.jpg
23,874,951,28.021376992061832,58.2029093787823,93.12602656002232,img00026.jpg
24,874,951,32.9394422828433,54.007174189760505,104.519229427292,img00027.jpg
25,874,951,31.029306739623713,51.640449532829464,104.15985461527912,img00028.jpg
26,874,951,21.008348432458185,42.91038819789839,73.18000322435495,img00029.jpg
27,874,951,21.1008501228383,44.53577830875364,77.24907059171726,img00030.jpg
28,874,951,25.824398982643828,48.58556210853564,83.5458652460255,img00031.jpg
29,874,951,27.070281312938086,52.09399836857265,89.5042048957258,img00032.jpg
30,874,951,18.94787854288031,39.45869577248566,95.72254786603045,img00033.jpg
31,874,951,17.058060045189094,36.602212051868804,92.28875542305221,img00034.jpg
32,874,951,29.870394165361283,54.270291178501736,96.35340253665298,img00037.jpg
33,874,951,28.916527706593325,53.86828028788196,95.4551910911554,img00038.jpg
34,874,951,31.062957936605333,47.01488857928665,90.44681137764175,img00041.jpg
35,874,951,30.55452408280336,47.317111699836616,90.59264486136478,img00042.jpg
36,874,951,29.54146063279169,49.754961055085936,109.74708785404741,img00043.jpg
37,874,951,25.975712666661853,46.713784358028526,107.4927861073614,img00044.jpg
38,874,951,27.264592010818433,42.62003142542957,102.27804166155342,img00045.jpg
39,874,951,27.814097890453745,43.81154487508031,103.61116685555612,img00046.jpg
40,874,951,17.93940017373017,34.72027397392122,74.45099100789967,img00049.jpg
41,874,951,17.458867818290756,34.58981392584465,74.04320755942798,img00050.jpg
42,874,951,38.597010974838,57.02936448926458,82.98225521972535,img00051.jpg
43,874,951,32.67685586892757,49.91362819337467,75.13317548431496,img00052.jpg
44,874,951,49.18881966952768,68.0915440088357,100.56056734209685,img00054.jpg
45,874,951,41.305617115068564,58.320581490758855,89.5652739378277,img00055.jpg
46,874,951,16.61080110783061,33.272004417847526,68.28915485806823,img00056.jpg
47,874,951,13.447216828245349,29.410787632914406,67.40661762759663,img00057.jpg
48,874,951,29.381095895684897,50.642759518464246,73.19666279262826,img00058.jpg
49,874,951,26.286114580099955,46.577116223558484,68.90379030142907,img00059.jpg
50,874,951,16.192561365009013,39.51030470154264,83.35627919063879,img00060.jpg
51,874,951,15.124248352330559,37.68732178821763,79.88872847321981,img00061.jpg
52,874,951,30.408092649673836,54.35047414861389,95.96108035140657,img00064.jpg
53,874,951,32.91774526152165,57.349085750997986,101.51049118475794,img00065.jpg
54,874,951,20.188585061611647,41.28960121466745,86.2768048567448,img00068.jpg
55,874,951,20.093438918926722,41.40820814895557,85.8763796750139,img00069.jpg
56,874,951,17.14976888112477,36.837042544641676,83.40527494844642,img00070.jpg
57,874,951,16.83770907174671,36.68989886594143,84.84815092868641,img00071.jpg
58,874,951,22.879933684162403,44.534214255980096,86.537894592468,img00072.jpg
59,874,951,23.920728992966573,47.23991847675697,89.9164603320123,img00073.jpg
60,874,951,21.998817335479696,37.01922341170441,78.04093366731875,img00076.jpg
61,874,951,20.84474129364008,35.69740872548949,76.34468113776417,img00077.jpg
62,874,951,17.019391848156943,27.243651750415676,86.20795405053575,img00078.jpg
63,874,951,15.977300781785763,25.956554223303424,83.55527964060474,img00079.jpg
64,874,951,22.746230031256992,45.207016821989136,73.65715241333343,img00080.jpg
65,874,951,22.889832935101435,46.16242086494525,73.71546511320133,img00081.jpg
66,874,951,20.798054318349706,42.824788792719694,90.12447814777651,img00084.jpg
67,874,951,18.949388455365543,40.5975620026613,87.64676950915211,img00085.jpg
68,874,951,21.31278167988893,37.13381073036452,77.28677027914733,img00086.jpg
69,874,951,18.404855060432592,34.22524645862359,73.13905151027342,img00087.jpg
70,874,951,18.023440338605393,33.80077456705816,83.18742645944171,img00088.jpg
71,874,951,15.58998476853222,31.18095248407674,79.99841308799361,img00089.jpg
72,874,951,22.69704538399902,38.44723607812564,72.72836975170061,img00090.jpg
73,874,951,22.02535570169423,36.75905285776504,69.57684792835195,img00091.jpg
74,874,951,52.04422659996583,86.73358406302411,125.83910228183268,img00092.jpg
75,874,951,43.27724760399146,75.56496954909562,112.33827814633278,img00093.jpg
76,874,951,25.883635676765635,40.86285422787527,73.74072817484667,img00094.jpg
77,874,951,24.901406925625682,40.23472461843128,71.64532336189534,img00095.jpg
78,874,951,16.304842307386902,45.70050554998111,76.01170272409868,img00098.jpg
79,874,951,17.053825071525335,45.825362679775836,76.96337349339609,img00099.jpg
80,874,951,22.223973560289423,37.23669291869091,75.05595819888495,img00104.jpg
81,874,951,22.4495183920575,37.45379667795191,74.73580501796255,img00105.jpg
82,874,951,25.409187486615316,49.937650840858836,78.15872849728215,img00106.jpg
83,874,951,27.59996823769752,53.66449143019392,81.56832504385363,img00107.jpg
84,874,951,19.06003075168376,32.28492710310958,86.33290502349689,img00108.jpg
85,874,951,16.365332649962582,29.131657150007097,84.25619906301208,img00109.jpg
86,874,951,17.43146200434566,29.565148813605816,71.14416957219547,img00110.jpg
87,874,951,16.442809808776502,27.974167863768596,68.73711641605729,img00111.jpg
88,874,951,23.66079785941331,43.710071537367625,70.8446558722963,img00114.jpg
89,874,951,25.18730975704245,46.18055304906073,75.08632488504212,img00115.jpg
